State,District,Date,Year,Month,Avg_smlvl_at15cm,Agency_name
Maharashtra,Ahmednagar,2025-05-02,2025,05,12.8366256736,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-05-09,2025,05,13.9394254241,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-05-15,2025,05,20.0032330677,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-05-16,2025,05,21.4641563222,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-05-26,2025,05,31.5139404472,NRSC VIC MODEL
Maharashtra,Akola,2025-05-01,2025,05,15.6650965374,NRSC VIC MODEL
Maharashtra,Akola,2025-05-08,2025,05,15.9871171289,NRSC VIC MODEL
Maharashtra,Akola,2025-05-18,2025,05,23.3878199518,NRSC VIC MODEL
Maharashtra,Akola,2025-05-23,2025,05,29.9246837796,NRSC VIC MODEL
Maharashtra,Amravati,2025-05-05,2025,05,16.7487048773,NRSC VIC MODEL
Maharashtra,Amravati,2025-05-17,2025,05,23.9276577935,NRSC VIC MODEL
Maharashtra,Amravati,2025-05-21,2025,05,27.0562475248,NRSC VIC MODEL
Maharashtra,Amravati,2025-05-26,2025,05,30.862006386,NRSC VIC MODEL
Maharashtra,Amravati,2025-05-28,2025,05,35.2931102624,NRSC VIC MODEL
Maharashtra,Aurangabad,2025-05-03,2025,05,14.0511681104,NRSC VIC MODEL
Maharashtra,Aurangabad,2025-05-20,2025,05,25.675979316,NRSC VIC MODEL
Maharashtra,Aurangabad,2025-05-23,2025,05,26.6005166373,NRSC VIC MODEL
Maharashtra,Beed,2025-05-03,2025,05,13.812376505,NRSC VIC MODEL
Maharashtra,Beed,2025-05-05,2025,05,13.7783397096,NRSC VIC MODEL
Maharashtra,Beed,2025-05-22,2025,05,27.4840781562,NRSC VIC MODEL
Maharashtra,Bhandara,2025-05-02,2025,05,14.217145404,NRSC VIC MODEL
Maharashtra,Bhandara,2025-05-05,2025,05,16.8130023036,NRSC VIC MODEL
Maharashtra,Bhandara,2025-05-06,2025,05,16.9966635693,NRSC VIC MODEL
Maharashtra,Bhandara,2025-05-07,2025,05,17.1302031885,NRSC VIC MODEL
Maharashtra,Bhandara,2025-05-15,2025,05,16.3503369466,NRSC VIC MODEL
Maharashtra,Bhandara,2025-05-23,2025,05,21.8553482251,NRSC VIC MODEL
Maharashtra,Bhandara,2025-05-30,2025,05,27.0220782561,NRSC VIC MODEL
Maharashtra,Buldhana,2025-05-02,2025,05,14.7694310188,NRSC VIC MODEL
Maharashtra,Buldhana,2025-05-06,2025,05,15.3167899881,NRSC VIC MODEL
Maharashtra,Buldhana,2025-05-17,2025,05,25.3756050011,NRSC VIC MODEL
Maharashtra,Buldhana,2025-05-23,2025,05,29.5135281801,NRSC VIC MODEL
Maharashtra,Buldhana,2025-05-24,2025,05,30.3395895225,NRSC VIC MODEL
Maharashtra,Buldhana,2025-05-26,2025,05,30.1801087533,NRSC VIC MODEL
Maharashtra,Buldhana,2025-05-27,2025,05,29.0031864411,NRSC VIC MODEL
Maharashtra,Chandrapur,2025-05-02,2025,05,15.2717893241,NRSC VIC MODEL
Maharashtra,Chandrapur,2025-05-05,2025,05,18.6463334021,NRSC VIC MODEL
Maharashtra,Chandrapur,2025-05-21,2025,05,20.9369406017,NRSC VIC MODEL
Maharashtra,Chandrapur,2025-05-25,2025,05,28.1941363262,NRSC VIC MODEL
Maharashtra,Chandrapur,2025-05-28,2025,05,30.2921839565,NRSC VIC MODEL
Maharashtra,Dhule,2025-05-04,2025,05,10.282662211,NRSC VIC MODEL
Maharashtra,Dhule,2025-05-09,2025,05,13.3151276122,NRSC VIC MODEL
Maharashtra,Dhule,2025-05-20,2025,05,28.6119875999,NRSC VIC MODEL
Maharashtra,Dhule,2025-05-24,2025,05,27.2641470903,NRSC VIC MODEL
Maharashtra,Gadchiroli,2025-05-01,2025,05,18.8341446223,NRSC VIC MODEL
Maharashtra,Gadchiroli,2025-05-08,2025,05,21.1705773149,NRSC VIC MODEL
Maharashtra,Gadchiroli,2025-05-09,2025,05,21.2504010954,NRSC VIC MODEL
Maharashtra,Gadchiroli,2025-05-30,2025,05,25.2767542872,NRSC VIC MODEL
Maharashtra,Gondia,2025-05-08,2025,05,21.2798581473,NRSC VIC MODEL
Maharashtra,Gondia,2025-05-09,2025,05,20.8120529907,NRSC VIC MODEL
Maharashtra,Gondia,2025-05-19,2025,05,22.8920402314,NRSC VIC MODEL
Maharashtra,Gondia,2025-05-23,2025,05,26.1660352104,NRSC VIC MODEL
Maharashtra,Gondia,2025-05-24,2025,05,26.7977122975,NRSC VIC MODEL
Maharashtra,Hingoli,2025-05-03,2025,05,16.286730666,NRSC VIC MODEL
Maharashtra,Hingoli,2025-05-09,2025,05,16.4751454369,NRSC VIC MODEL
Maharashtra,Hingoli,2025-05-16,2025,05,17.8927192465,NRSC VIC MODEL
Maharashtra,Hingoli,2025-05-18,2025,05,18.5638087203,NRSC VIC MODEL
Maharashtra,Hingoli,2025-05-26,2025,05,25.3332815758,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-05-04,2025,05,15.0552055444,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-05-07,2025,05,17.0478726543,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-05-08,2025,05,17.0862202924,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-05-24,2025,05,21.4489692534,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-05-28,2025,05,23.575163529,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-05-31,2025,05,21.9634435989,NRSC VIC MODEL
Maharashtra,Jalna,2025-05-05,2025,05,13.7785836394,NRSC VIC MODEL
Maharashtra,Jalna,2025-05-09,2025,05,14.5032593731,NRSC VIC MODEL
Maharashtra,Jalna,2025-05-17,2025,05,19.4735902929,NRSC VIC MODEL
Maharashtra,Jalna,2025-05-28,2025,05,29.1028176022,NRSC VIC MODEL
Maharashtra,Jalna,2025-05-29,2025,05,26.2798893078,NRSC VIC MODEL
Maharashtra,Jalna,2025-05-30,2025,05,25.9295039092,NRSC VIC MODEL
Maharashtra,Kolhapur,2025-05-04,2025,05,12.8732033187,NRSC VIC MODEL
Maharashtra,Kolhapur,2025-05-15,2025,05,16.2789179761,NRSC VIC MODEL
Maharashtra,Kolhapur,2025-05-17,2025,05,16.6861849163,NRSC VIC MODEL
Maharashtra,Kolhapur,2025-05-21,2025,05,23.4897958728,NRSC VIC MODEL
Maharashtra,Kolhapur,2025-05-27,2025,05,29.3489228059,NRSC VIC MODEL
Maharashtra,Latur,2025-05-01,2025,05,15.7504317084,NRSC VIC MODEL
Maharashtra,Latur,2025-05-03,2025,05,15.5029612201,NRSC VIC MODEL
Maharashtra,Latur,2025-05-09,2025,05,15.1186499739,NRSC VIC MODEL
Maharashtra,Latur,2025-05-25,2025,05,32.2025594349,NRSC VIC MODEL
Maharashtra,Latur,2025-05-30,2025,05,34.046892619,NRSC VIC MODEL
Maharashtra,Mumbai City,2025-05-04,2025,05,0.0620647846,NRSC VIC MODEL
Maharashtra,Mumbai City,2025-05-05,2025,05,0.0620647846,NRSC VIC MODEL
Maharashtra,Mumbai City,2025-05-09,2025,05,8.2064452945,NRSC VIC MODEL
Maharashtra,Mumbai City,2025-05-23,2025,05,11.2829503736,NRSC VIC MODEL
Maharashtra,Mumbai City,2025-05-26,2025,05,11.5419712556,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2025-05-03,2025,05,2.4244666079,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2025-05-05,2025,05,2.4237969618,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2025-05-09,2025,05,16.1745991195,NRSC VIC MODEL
Maharashtra,Nagpur,2025-05-02,2025,05,18.1296834829,NRSC VIC MODEL
Maharashtra,Nagpur,2025-05-04,2025,05,19.0798980392,NRSC VIC MODEL
Maharashtra,Nagpur,2025-05-20,2025,05,24.2440007948,NRSC VIC MODEL
Maharashtra,Nanded,2025-05-05,2025,05,17.1020111711,NRSC VIC MODEL
Maharashtra,Nanded,2025-05-09,2025,05,17.1923843634,NRSC VIC MODEL
Maharashtra,Nanded,2025-05-17,2025,05,19.9375491851,NRSC VIC MODEL
Maharashtra,Nanded,2025-05-19,2025,05,20.3648315258,NRSC VIC MODEL
Maharashtra,Nanded,2025-05-20,2025,05,20.284964349,NRSC VIC MODEL
Maharashtra,Nanded,2025-05-27,2025,05,26.7432266426,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-05-01,2025,05,9.1188078994,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-05-03,2025,05,9.1177645711,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-05-05,2025,05,9.1162990939,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-05-15,2025,05,14.820413488,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-05-28,2025,05,19.1467819472,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-05-30,2025,05,18.2331512675,NRSC VIC MODEL
Maharashtra,Nashik,2025-05-20,2025,05,26.0323664558,NRSC VIC MODEL
Maharashtra,Nashik,2025-05-22,2025,05,26.5993505992,NRSC VIC MODEL
Maharashtra,Nashik,2025-05-30,2025,05,27.2406784165,NRSC VIC MODEL
Maharashtra,Nashik,2025-05-31,2025,05,26.1640185923,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-05-07,2025,05,14.2566065467,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-05-09,2025,05,14.1346776769,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-05-10,2025,05,14.0329066962,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-05-15,2025,05,19.2078393511,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-05-19,2025,05,23.8079193602,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-05-22,2025,05,29.4539088411,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-05-23,2025,05,29.4057612632,NRSC VIC MODEL
Maharashtra,Palghar,2025-05-06,2025,05,8.158543356,NRSC VIC MODEL
Maharashtra,Palghar,2025-05-16,2025,05,22.5007511588,NRSC VIC MODEL
Maharashtra,Palghar,2025-05-21,2025,05,21.3932221231,NRSC VIC MODEL
Maharashtra,Palghar,2025-05-25,2025,05,22.6419072968,NRSC VIC MODEL
Maharashtra,Palghar,2025-05-29,2025,05,25.4951573628,NRSC VIC MODEL
Maharashtra,Palghar,2025-05-31,2025,05,23.8678812795,NRSC VIC MODEL
Maharashtra,Parbhani,2025-05-04,2025,05,17.1212292649,NRSC VIC MODEL
Maharashtra,Parbhani,2025-05-06,2025,05,17.5540295171,NRSC VIC MODEL
Maharashtra,Parbhani,2025-05-17,2025,05,19.3883131575,NRSC VIC MODEL
Maharashtra,Parbhani,2025-05-22,2025,05,30.9218098563,NRSC VIC MODEL
Maharashtra,Parbhani,2025-05-24,2025,05,30.0653090939,NRSC VIC MODEL
Maharashtra,Parbhani,2025-05-26,2025,05,29.2527202303,NRSC VIC MODEL
Maharashtra,Pune,2025-05-01,2025,05,12.9783681706,NRSC VIC MODEL
Maharashtra,Pune,2025-05-07,2025,05,13.00932558,NRSC VIC MODEL
Maharashtra,Pune,2025-05-15,2025,05,22.5748097372,NRSC VIC MODEL
Maharashtra,Pune,2025-05-19,2025,05,27.7497847961,NRSC VIC MODEL
Maharashtra,Pune,2025-05-20,2025,05,29.1621250173,NRSC VIC MODEL
Maharashtra,Pune,2025-05-24,2025,05,32.6882271529,NRSC VIC MODEL
Maharashtra,Pune,2025-05-28,2025,05,34.0192406008,NRSC VIC MODEL
Maharashtra,Pune,2025-05-30,2025,05,32.7312148699,NRSC VIC MODEL
Maharashtra,Raigad,2025-05-01,2025,05,9.847722921,NRSC VIC MODEL
Maharashtra,Raigad,2025-05-02,2025,05,9.8378846376,NRSC VIC MODEL
Maharashtra,Raigad,2025-05-03,2025,05,9.827638202,NRSC VIC MODEL
Maharashtra,Raigad,2025-05-04,2025,05,9.8190513906,NRSC VIC MODEL
Maharashtra,Raigad,2025-05-09,2025,05,14.1553883342,NRSC VIC MODEL
Maharashtra,Raigad,2025-05-18,2025,05,19.1539710526,NRSC VIC MODEL
Maharashtra,Raigad,2025-05-19,2025,05,19.1438668517,NRSC VIC MODEL
Maharashtra,Raigad,2025-05-27,2025,05,32.1666751386,NRSC VIC MODEL
Maharashtra,Raigad,2025-05-28,2025,05,30.3985913308,NRSC VIC MODEL
Maharashtra,Ratnagiri,2025-05-10,2025,05,13.7564619617,NRSC VIC MODEL
Maharashtra,Ratnagiri,2025-05-15,2025,05,14.6153408686,NRSC VIC MODEL
Maharashtra,Ratnagiri,2025-05-22,2025,05,29.1138030268,NRSC VIC MODEL
Maharashtra,Ratnagiri,2025-05-24,2025,05,29.6893110258,NRSC VIC MODEL
Maharashtra,Sangli,2025-05-05,2025,05,15.2985848474,NRSC VIC MODEL
Maharashtra,Sangli,2025-05-07,2025,05,14.958109149,NRSC VIC MODEL
Maharashtra,Sangli,2025-05-21,2025,05,28.4415654956,NRSC VIC MODEL
Maharashtra,Satara,2025-05-02,2025,05,13.1114199151,NRSC VIC MODEL
Maharashtra,Satara,2025-05-06,2025,05,12.6654109732,NRSC VIC MODEL
Maharashtra,Satara,2025-05-09,2025,05,12.5903536753,NRSC VIC MODEL
Maharashtra,Satara,2025-05-18,2025,05,20.8548384513,NRSC VIC MODEL
Maharashtra,Satara,2025-05-28,2025,05,31.3539070635,NRSC VIC MODEL
Maharashtra,Sindhudurg,2025-05-01,2025,05,9.6949365837,NRSC VIC MODEL
Maharashtra,Sindhudurg,2025-05-02,2025,05,9.6439107058,NRSC VIC MODEL
Maharashtra,Sindhudurg,2025-05-05,2025,05,9.5016568874,NRSC VIC MODEL
Maharashtra,Sindhudurg,2025-05-21,2025,05,28.8598377322,NRSC VIC MODEL
Maharashtra,Solapur,2025-05-07,2025,05,15.7380205131,NRSC VIC MODEL
Maharashtra,Solapur,2025-05-20,2025,05,25.7586274431,NRSC VIC MODEL
Maharashtra,Thane,2025-05-06,2025,05,7.6823789609,NRSC VIC MODEL
Maharashtra,Thane,2025-05-16,2025,05,17.0231661608,NRSC VIC MODEL
Maharashtra,Thane,2025-05-18,2025,05,18.2277209602,NRSC VIC MODEL
Maharashtra,Thane,2025-05-21,2025,05,26.1624731243,NRSC VIC MODEL
Maharashtra,Wardha,2025-05-10,2025,05,19.8453832145,NRSC VIC MODEL
Maharashtra,Wardha,2025-05-18,2025,05,27.9673422163,NRSC VIC MODEL
Maharashtra,Wardha,2025-05-21,2025,05,26.294208946,NRSC VIC MODEL
Maharashtra,Wardha,2025-05-29,2025,05,32.4099378787,NRSC VIC MODEL
Maharashtra,Washim,2025-05-04,2025,05,17.3410948695,NRSC VIC MODEL
Maharashtra,Washim,2025-05-23,2025,05,30.3606707888,NRSC VIC MODEL
Maharashtra,Washim,2025-05-25,2025,05,30.8102678391,NRSC VIC MODEL
Maharashtra,Washim,2025-05-26,2025,05,29.8297622961,NRSC VIC MODEL
Maharashtra,Washim,2025-05-28,2025,05,34.961123314,NRSC VIC MODEL
Maharashtra,Washim,2025-05-29,2025,05,31.6394931046,NRSC VIC MODEL
Maharashtra,Yavatmal,2025-05-02,2025,05,16.0427506956,NRSC VIC MODEL
Maharashtra,Yavatmal,2025-05-03,2025,05,15.9728033363,NRSC VIC MODEL
Maharashtra,Yavatmal,2025-05-17,2025,05,26.4601353068,NRSC VIC MODEL
Maharashtra,Yavatmal,2025-05-19,2025,05,26.8488152457,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-01-02,2025,01,13.7627360746,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-01-03,2025,01,13.7254049046,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-01-12,2025,01,13.5233075988,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-01-14,2025,01,13.473758113,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-01-15,2025,01,13.4500536973,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-01-21,2025,01,13.3352650162,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-01-23,2025,01,13.2878319642,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-01-24,2025,01,13.2806766611,NRSC VIC MODEL
Maharashtra,Ahmednagar,2025-01-28,2025,01,13.1898351144,NRSC VIC MODEL
Maharashtra,Akola,2025-01-03,2025,01,16.3511386038,NRSC VIC MODEL
Maharashtra,Akola,2025-01-04,2025,01,16.3111614432,NRSC VIC MODEL
Maharashtra,Akola,2025-01-09,2025,01,16.1489566051,NRSC VIC MODEL
Maharashtra,Akola,2025-01-10,2025,01,16.1151615875,NRSC VIC MODEL
Maharashtra,Akola,2025-01-15,2025,01,15.9641159364,NRSC VIC MODEL
Maharashtra,Akola,2025-01-18,2025,01,15.8627439801,NRSC VIC MODEL
Maharashtra,Akola,2025-01-23,2025,01,15.6931843833,NRSC VIC MODEL
Maharashtra,Akola,2025-01-25,2025,01,15.6248937191,NRSC VIC MODEL
Maharashtra,Akola,2025-01-26,2025,01,15.5916499886,NRSC VIC MODEL
Maharashtra,Akola,2025-01-28,2025,01,15.5269581773,NRSC VIC MODEL
Maharashtra,Amravati,2025-01-13,2025,01,16.5894824726,NRSC VIC MODEL
Maharashtra,Amravati,2025-01-23,2025,01,16.3070224621,NRSC VIC MODEL
Maharashtra,Amravati,2025-01-26,2025,01,16.2307555908,NRSC VIC MODEL
Maharashtra,Aurangabad,2025-01-03,2025,01,15.5803972949,NRSC VIC MODEL
Maharashtra,Aurangabad,2025-01-21,2025,01,14.9499531818,NRSC VIC MODEL
Maharashtra,Aurangabad,2025-01-25,2025,01,14.7928113412,NRSC VIC MODEL
Maharashtra,Beed,2025-01-03,2025,01,14.4053132651,NRSC VIC MODEL
Maharashtra,Beed,2025-01-11,2025,01,14.2234391465,NRSC VIC MODEL
Maharashtra,Beed,2025-01-17,2025,01,14.0585914743,NRSC VIC MODEL
Maharashtra,Beed,2025-01-15,2025,01,14.1108576078,NRSC VIC MODEL
Maharashtra,Beed,2025-01-22,2025,01,13.9258909978,NRSC VIC MODEL
Maharashtra,Bhandara,2025-01-05,2025,01,12.3814818988,NRSC VIC MODEL
Maharashtra,Bhandara,2025-01-10,2025,01,12.2277810161,NRSC VIC MODEL
Maharashtra,Bhandara,2025-01-11,2025,01,12.1971167689,NRSC VIC MODEL
Maharashtra,Bhandara,2025-01-15,2025,01,12.0958432749,NRSC VIC MODEL
Maharashtra,Bhandara,2025-01-20,2025,01,12.0000893565,NRSC VIC MODEL
Maharashtra,Bhandara,2025-01-21,2025,01,11.9736206763,NRSC VIC MODEL
Maharashtra,Bhandara,2025-01-26,2025,01,11.853438665,NRSC VIC MODEL
Maharashtra,Buldhana,2025-01-14,2025,01,15.2833441114,NRSC VIC MODEL
Maharashtra,Buldhana,2025-01-16,2025,01,15.2094806954,NRSC VIC MODEL
Maharashtra,Buldhana,2025-01-20,2025,01,15.0555413076,NRSC VIC MODEL
Maharashtra,Buldhana,2025-01-30,2025,01,14.6366652939,NRSC VIC MODEL
Maharashtra,Chandrapur,2025-01-03,2025,01,15.947576604,NRSC VIC MODEL
Maharashtra,Chandrapur,2025-01-14,2025,01,15.4906490937,NRSC VIC MODEL
Maharashtra,Chandrapur,2025-01-19,2025,01,15.3416276013,NRSC VIC MODEL
Maharashtra,Chandrapur,2025-01-21,2025,01,15.2742260005,NRSC VIC MODEL
Maharashtra,Chandrapur,2025-01-31,2025,01,14.9942596136,NRSC VIC MODEL
Maharashtra,Dhule,2025-01-03,2025,01,11.6068159517,NRSC VIC MODEL
Maharashtra,Dhule,2025-01-09,2025,01,11.3903639393,NRSC VIC MODEL
Maharashtra,Dhule,2025-01-21,2025,01,10.9502831907,NRSC VIC MODEL
Maharashtra,Dhule,2025-01-22,2025,01,10.9157369547,NRSC VIC MODEL
Maharashtra,Dhule,2025-01-25,2025,01,10.8205572342,NRSC VIC MODEL
Maharashtra,Dhule,2025-01-28,2025,01,10.7297413034,NRSC VIC MODEL
Maharashtra,Dhule,2025-01-30,2025,01,10.6714644935,NRSC VIC MODEL
Maharashtra,Gadchiroli,2025-01-02,2025,01,12.1748466899,NRSC VIC MODEL
Maharashtra,Gadchiroli,2025-01-14,2025,01,11.8560359816,NRSC VIC MODEL
Maharashtra,Gadchiroli,2025-01-17,2025,01,11.8144533498,NRSC VIC MODEL
Maharashtra,Gondia,2025-01-01,2025,01,13.2436580541,NRSC VIC MODEL
Maharashtra,Gondia,2025-01-03,2025,01,13.1917112555,NRSC VIC MODEL
Maharashtra,Gondia,2025-01-06,2025,01,13.1246691541,NRSC VIC MODEL
Maharashtra,Gondia,2025-01-07,2025,01,13.101552018,NRSC VIC MODEL
Maharashtra,Gondia,2025-01-10,2025,01,13.0431298594,NRSC VIC MODEL
Maharashtra,Gondia,2025-01-12,2025,01,13.0049222487,NRSC VIC MODEL
Maharashtra,Gondia,2025-01-21,2025,01,12.8689774949,NRSC VIC MODEL
Maharashtra,Gondia,2025-01-30,2025,01,12.7631819507,NRSC VIC MODEL
Maharashtra,Hingoli,2025-01-04,2025,01,17.4404203433,NRSC VIC MODEL
Maharashtra,Hingoli,2025-01-06,2025,01,17.3568344872,NRSC VIC MODEL
Maharashtra,Hingoli,2025-01-10,2025,01,17.2083996769,NRSC VIC MODEL
Maharashtra,Hingoli,2025-01-12,2025,01,17.1397140812,NRSC VIC MODEL
Maharashtra,Hingoli,2025-01-13,2025,01,17.1055057169,NRSC VIC MODEL
Maharashtra,Hingoli,2025-01-21,2025,01,16.7989827719,NRSC VIC MODEL
Maharashtra,Hingoli,2025-01-22,2025,01,16.7567249141,NRSC VIC MODEL
Maharashtra,Hingoli,2025-01-28,2025,01,16.5208413822,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-01-02,2025,01,18.7085604749,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-01-14,2025,01,17.8412707949,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-01-18,2025,01,17.5916897655,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-01-23,2025,01,17.2753359842,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-01-27,2025,01,17.0412177793,NRSC VIC MODEL
Maharashtra,Jalgaon,2025-01-29,2025,01,16.9221426505,NRSC VIC MODEL
Maharashtra,Jalna,2025-01-03,2025,01,15.228792858,NRSC VIC MODEL
Maharashtra,Jalna,2025-01-19,2025,01,14.6709100442,NRSC VIC MODEL
Maharashtra,Jalna,2025-01-23,2025,01,14.5115708165,NRSC VIC MODEL
Maharashtra,Jalna,2025-01-28,2025,01,14.3051653321,NRSC VIC MODEL
Maharashtra,Jalna,2025-01-30,2025,01,14.2290199617,NRSC VIC MODEL
Maharashtra,Kolhapur,2025-01-17,2025,01,10.0655364909,NRSC VIC MODEL
Maharashtra,Kolhapur,2025-01-15,2025,01,10.1262412148,NRSC VIC MODEL
Maharashtra,Kolhapur,2025-01-22,2025,01,9.9097229461,NRSC VIC MODEL
Maharashtra,Kolhapur,2025-01-27,2025,01,9.7827348034,NRSC VIC MODEL
Maharashtra,Kolhapur,2025-01-28,2025,01,9.7607813928,NRSC VIC MODEL
Maharashtra,Latur,2025-01-01,2025,01,14.0279361523,NRSC VIC MODEL
Maharashtra,Latur,2025-01-11,2025,01,13.6453489111,NRSC VIC MODEL
Maharashtra,Latur,2025-01-14,2025,01,13.5339853966,NRSC VIC MODEL
Maharashtra,Latur,2025-01-17,2025,01,13.4183785901,NRSC VIC MODEL
Maharashtra,Latur,2025-01-21,2025,01,13.2596743781,NRSC VIC MODEL
Maharashtra,Latur,2025-01-22,2025,01,13.2137503842,NRSC VIC MODEL
Maharashtra,Latur,2025-01-26,2025,01,13.050873399,NRSC VIC MODEL
Maharashtra,Mumbai City,2025-01-01,2025,01,0.1986676526,NRSC VIC MODEL
Maharashtra,Mumbai City,2025-01-08,2025,01,0.1427661965,NRSC VIC MODEL
Maharashtra,Mumbai City,2025-01-11,2025,01,0.1331765812,NRSC VIC MODEL
Maharashtra,Mumbai City,2025-01-22,2025,01,0.0933762449,NRSC VIC MODEL
Maharashtra,Mumbai City,2025-01-24,2025,01,0.0878730588,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2025-01-03,2025,01,2.6645178814,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2025-01-14,2025,01,2.5317920534,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2025-01-18,2025,01,2.4953024798,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2025-01-23,2025,01,2.4673073211,NRSC VIC MODEL
Maharashtra,Nagpur,2025-01-03,2025,01,18.0847104492,NRSC VIC MODEL
Maharashtra,Nagpur,2025-01-17,2025,01,17.393947195,NRSC VIC MODEL
Maharashtra,Nagpur,2025-01-18,2025,01,17.3391414036,NRSC VIC MODEL
Maharashtra,Nanded,2025-01-02,2025,01,18.1559971261,NRSC VIC MODEL
Maharashtra,Nanded,2025-01-03,2025,01,18.1102691661,NRSC VIC MODEL
Maharashtra,Nanded,2025-01-07,2025,01,17.9339102147,NRSC VIC MODEL
Maharashtra,Nanded,2025-01-15,2025,01,17.6218857333,NRSC VIC MODEL
Maharashtra,Nanded,2025-01-20,2025,01,17.4305443835,NRSC VIC MODEL
Maharashtra,Nanded,2025-01-25,2025,01,17.2365671302,NRSC VIC MODEL
Maharashtra,Nanded,2025-01-31,2025,01,17.0439349228,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-01-03,2025,01,10.1355673814,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-01-04,2025,01,10.0980461975,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-01-08,2025,01,9.9748827152,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-01-16,2025,01,9.7623310192,NRSC VIC MODEL
Maharashtra,Nandurbar,2025-01-17,2025,01,9.7396824843,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-01,2025,01,12.0916600708,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-04,2025,01,11.8994508938,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-05,2025,01,11.8453451226,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-06,2025,01,11.806658695,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-11,2025,01,11.5725912697,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-13,2025,01,11.492518953,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-16,2025,01,11.368130726,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-21,2025,01,11.1828305797,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-23,2025,01,11.1115195758,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-25,2025,01,11.0447705844,NRSC VIC MODEL
Maharashtra,Nashik,2025-01-28,2025,01,10.9568657269,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-01-03,2025,01,13.4712789198,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-01-20,2025,01,13.0137577418,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-01-23,2025,01,12.9453129336,NRSC VIC MODEL
Maharashtra,Osmanabad,2025-01-27,2025,01,12.8625434796,NRSC VIC MODEL
Maharashtra,Palghar,2025-01-02,2025,01,8.7957117451,NRSC VIC MODEL
Maharashtra,Palghar,2025-01-05,2025,01,8.6982374983,NRSC VIC MODEL
Maharashtra,Palghar,2025-01-30,2025,01,8.2962623882,NRSC VIC MODEL
Maharashtra,Parbhani,2025-01-11,2025,01,18.039664903,NRSC VIC MODEL
Maharashtra,Parbhani,2025-01-14,2025,01,17.9289661319,NRSC VIC MODEL
Maharashtra,Parbhani,2025-01-17,2025,01,17.821119184,NRSC VIC MODEL
Maharashtra,Parbhani,2025-01-15,2025,01,17.8944018873,NRSC VIC MODEL
